Etc/UTC,Open,High,Low,Close,Volume
2025-01-03T06:00:00+00:00,21032.921,21064.398,21026.42,21045.197,403200
2025-01-03T07:00:00+00:00,21044.642,21060.142,21018.708,21052.954,578900
2025-01-03T08:00:00+00:00,21055.31,21082.675,21021.186,21044.497,1048100
2025-01-03T09:00:00+00:00,21042.199,21095.153,21036.165,21078.943,747200
2025-01-03T10:00:00+00:00,21079.021,21079.519,21034.953,21045.875,618800
2025-01-03T11:00:00+00:00,21045.998,21059.789,21026.92,21054.875,538000
2025-01-03T12:00:00+00:00,21054.586,21054.586,21016.676,21049.987,658100
2025-01-03T13:00:00+00:00,21049.664,21080.92,21034.865,21035.62,813500
2025-01-03T14:00:00+00:00,21035.142,21242.708,21035.142,21188.197,1859460
2025-01-03T15:00:00+00:00,21188.498,21241.109,21063.62,21178.108,2653212
2025-01-03T16:00:00+00:00,21178.164,21293.108,21139.586,21265.876,2169240
2025-01-03T17:00:00+00:00,21265.931,21287.375,21243.789,21272.131,1904880
2025-01-03T18:00:00+00:00,21271.975,21332.799,21251.498,21310.119,1539120
2025-01-03T19:00:00+00:00,21307.653,21360.597,21298.542,21335.909,1445280
2025-01-03T20:00:00+00:00,21335.965,21335.965,21277.109,21310.375,1694640
2025-01-03T21:00:00+00:00,21309.175,21315.197,21288.908,21291.365,296280
2025-01-05T23:00:00+00:00,21339.209,21345.543,21304.81,21327.765,447700
2025-01-06T00:00:00+00:00,21330.219,21338.031,21282.332,21299.321,625300
2025-01-06T01:00:00+00:00,21299.242,21309.342,21285.331,21303.208,690200
2025-01-06T02:00:00+00:00,21302.686,21321.075,21286.287,21312.854,610500
2025-01-06T03:00:00+00:00,21312.632,21319.909,21304.21,21311.419,392400
2025-01-06T04:00:00+00:00,21311.598,21326.399,21307.154,21325.564,304800
2025-01-06T05:00:00+00:00,21325.675,21353.899,21323.789,21341.886,401100
2025-01-06T06:00:00+00:00,21341.776,21358.299,21333.364,21352.299,361200
2025-01-06T07:00:00+00:00,21352.117,21379.287,21343.253,21367.81,472700
2025-01-06T08:00:00+00:00,21367.653,21427.589,21367.52,21421.065,797300
2025-01-06T09:00:00+00:00,21420.842,21473.398,21419.365,21472.11,795300
2025-01-06T10:00:00+00:00,21472.097,21495.176,21457.708,21473.853,738900
2025-01-06T11:00:00+00:00,21473.999,21547.399,21445.309,21533.564,1162800
2025-01-06T12:00:00+00:00,21533.231,21563.132,21514.397,21538.164,952400
2025-01-06T13:00:00+00:00,21538.298,21553.887,21510.176,21552.153,1003600
2025-01-06T14:00:00+00:00,21553.753,21651.709,21446.765,21625.553,2149080
2025-01-06T15:00:00+00:00,21626.676,21699.299,21588.632,21675.119,2439120
2025-01-06T16:00:00+00:00,21675.842,21702.499,21650.409,21663.243,1949400
2025-01-06T17:00:00+00:00,21663.397,21674.742,21575.587,21599.608,1995480
2025-01-06T18:00:00+00:00,21600.01,21600.799,21508.554,21511.709,2124120
2025-01-06T19:00:00+00:00,21513.51,21530.089,21464.786,21467.186,2081760
2025-01-06T20:00:00+00:00,21467.064,21564.654,21455.564,21560.389,2003400
2025-01-06T21:00:00+00:00,21561.289,21593.499,21560.897,21592.275,402480
2025-01-06T23:00:00+00:00,21594.565,21607.808,21580.676,21583.02,376000
2025-01-07T00:00:00+00:00,21582.886,21593.789,21564.097,21573.386,550100
2025-01-07T01:00:00+00:00,21573.406,21584.021,21559.086,21580.31,620400
2025-01-07T02:00:00+00:00,21580.389,21597.221,21546.132,21549.889,536500
2025-01-07T03:00:00+00:00,21550.242,21563.721,21528.276,21559.399,535500
2025-01-07T04:00:00+00:00,21558.654,21559.399,21531.108,21532.386,406200
2025-01-07T05:00:00+00:00,21532.708,21538.797,21472.408,21517.264,653000
2025-01-07T06:00:00+00:00,21517.62,21528.089,21496.02,21501.52,531200
2025-01-07T07:00:00+00:00,21501.606,21544.299,21500.31,21540.732,697300
2025-01-07T08:00:00+00:00,21540.489,21577.365,21517.342,21569.331,993700
2025-01-07T09:00:00+00:00,21569.373,21586.376,21536.342,21539.598,862800
2025-01-07T10:00:00+00:00,21539.731,21582.408,21528.753,21579.621,669700
2025-01-07T11:00:00+00:00,21579.765,21583.176,21532.343,21547.819,816900
2025-01-07T12:00:00+00:00,21550.399,21575.387,21531.132,21556.886,850400
2025-01-07T13:00:00+00:00,21556.131,21590.331,21544.797,21590.11,875800
2025-01-07T14:00:00+00:00,21590.276,21617.853,21508.143,21528.154,1899880
2025-01-07T15:00:00+00:00,21528.589,21528.589,21216.075,21364.075,2882400
2025-01-07T16:00:00+00:00,21364.876,21388.821,21241.875,21251.164,2537760
2025-01-07T17:00:00+00:00,21252.097,21291.576,21203.743,21261.619,2236440
2025-01-07T18:00:00+00:00,21261.053,21332.797,21245.132,21255.919,2074560
2025-01-07T19:00:00+00:00,21255.02,21290.664,21219.332,21233.587,1904640
2025-01-07T20:00:00+00:00,21234.698,21238.597,21096.11,21175.697,2229360
2025-01-07T21:00:00+00:00,21174.786,21207.076,21174.786,21206.087,342120
2025-01-07T23:00:00+00:00,21192.119,21211.543,21161.01,21209.289,433200
2025-01-08T00:00:00+00:00,21209.443,21230.509,21204.909,21222.898,519300
2025-01-08T01:00:00+00:00,21223.109,21251.265,21211.253,21246.289,551000
2025-01-08T02:00:00+00:00,21245.875,21253.353,21218.842,21235.119,520900
2025-01-08T03:00:00+00:00,21235.619,21240.887,21207.443,21222.365,542000
2025-01-08T04:00:00+00:00,21222.508,21235.732,21203.232,21209.864,386800
2025-01-08T05:00:00+00:00,21209.987,21248.542,21209.897,21246.265,433000
2025-01-08T06:00:00+00:00,21246.52,21251.299,21213.465,21216.289,422400
2025-01-08T07:00:00+00:00,21216.287,21217.999,21177.021,21206.842,625200
2025-01-08T08:00:00+00:00,21206.587,21236.354,21196.109,21228.508,922600
2025-01-08T09:00:00+00:00,21228.342,21249.864,21222.286,21246.465,759200
2025-01-08T10:00:00+00:00,21246.485,21264.41,21240.486,21260.376,581200
2025-01-08T11:00:00+00:00,21260.054,21264.109,21101.287,21180.808,1192100
2025-01-08T12:00:00+00:00,21179.775,21182.498,21037.953,21074.008,1541500
2025-01-08T13:00:00+00:00,21073.764,21209.599,21071.91,21193.609,1492000
2025-01-08T14:00:00+00:00,21191.921,21203.854,21101.443,21158.91,2320660
2025-01-08T15:00:00+00:00,21158.375,21219.286,21045.376,21172.409,2804880
2025-01-08T16:00:00+00:00,21171.365,21232.599,21099.986,21199.054,2302320
